Year_Built,Remodel_Year,Lot_Area,Total_SqFt,Basement_SqFt,Bedrooms,Bathrooms,Garage_Cars,Fireplaces,Has_Pool,Overall_Qual,Neighborhood,House_Condition,Garage_Type,Heating_Type,Sale_Price
2017,2017,13380,3355,1583,6,2.5,3,2,0,5,Rural,Good,Attached,Oil,546064
1987,1987,6577,2739,1853,1,3.0,3,1,0,5,Waterfront,Excellent,Attached,Gas,1200000
2011,2011,11380,1950,1297,3,1.5,0,2,0,3,Rural,Fair,None,Solar,285789
1956,1998,7076,4136,1729,1,4.0,2,3,0,10,Rural,Good,Detached,Oil,651477
2020,2011,3157,2535,763,5,2.5,1,1,0,5,Rural,Good,Detached,Gas,411806
1999,1999,10777,1838,1818,5,1.0,1,2,0,4,Waterfront,Good,Attached,Oil,855778
2001,2001,11437,3073,261,3,4.0,1,0,1,5,Suburbs,Poor,Attached,Electric,482112
1975,2000,14095,3831,486,6,3.0,3,1,0,10,Historic,Excellent,Detached,Electric,1200000
1975,1975,18279,3712,453,2,3.0,3,1,0,9,Historic,Fair,Attached,Gas,821219
1968,1968,10200,3976,442,3,2.5,2,2,0,7,Downtown,Good,Attached,Electric,1106110
1958,1958,17847,1544,1285,1,3.5,3,3,0,1,Waterfront,Good,Detached,Electric,705157
2010,2020,12041,3340,542,3,1.0,1,3,0,3,Downtown,Excellent,Attached,Gas,1093930
1969,2006,4810,1118,1128,5,2.0,2,2,0,9,Suburbs,Good,Attached,Electric,464959
1999,2016,10895,2042,349,3,2.5,3,2,0,4,Rural,Good,Attached,Electric,370614
1971,2019,9953,4148,823,3,1.0,3,0,0,4,Suburbs,Excellent,Attached,Electric,970277
1962,1962,9323,1572,437,2,3.0,0,2,0,10,Waterfront,Good,None,Gas,853602
1961,1961,8605,2716,168,5,2.0,2,1,0,6,Waterfront,Poor,Attached,Oil,747287
1959,2015,8891,4212,1771,4,2.0,3,2,0,3,Suburbs,Excellent,Attached,Electric,1046815
2014,1995,6076,3299,1809,4,1.0,3,0,0,3,Downtown,Fair,Attached,Gas,760528
1979,2005,3619,4240,1366,5,3.0,2,2,0,9,Suburbs,Good,Detached,Gas,870581
1957,1957,14094,1743,1253,4,3.5,2,2,1,5,Rural,Good,Attached,Electric,386386
1970,1998,5407,3695,22,1,2.0,3,1,0,7,Historic,Good,Detached,Oil,818945
1971,1971,15644,3864,987,4,2.5,3,3,0,5,Rural,Excellent,Attached,Gas,765871
1967,1996,6004,2814,675,1,1.5,1,2,0,6,Suburbs,Excellent,Attached,Electric,690188
2015,2015,13678,4345,280,5,3.0,2,0,0,8,Rural,Excellent,Attached,Gas,844652
1997,2013,7039,2013,1542,4,1.0,0,2,0,8,Suburbs,Excellent,None,Electric,647252
1993,1993,4304,3731,721,4,2.5,0,2,0,2,Waterfront,Good,None,Solar,1169053
1958,2018,8630,1218,252,6,3.0,3,1,0,9,Downtown,Fair,Attached,Oil,602305
2016,2000,10282,1664,403,1,4.0,3,3,0,10,Waterfront,Fair,Attached,Gas,824671
2003,2003,6307,1588,132,1,2.0,0,3,0,6,Suburbs,Good,None,Electric,391729
1975,1975,9665,2671,1297,3,3.5,2,3,0,7,Historic,Excellent,Attached,Gas,1027802
1975,1993,7294,1294,617,2,3.0,0,2,0,3,Suburbs,Good,None,Gas,369952
1983,1983,4787,1862,231,4,4.0,2,1,0,4,Rural,Good,Attached,Oil,351193
1957,1957,4073,3009,544,6,2.0,0,1,0,6,Historic,Excellent,None,Oil,846781
1959,2007,6599,2825,78,2,2.0,3,2,0,7,Downtown,Good,Detached,Gas,836519
1997,2001,18389,2968,1058,6,3.5,0,1,0,6,Historic,Good,None,Solar,804518
2004,2004,14345,3246,494,2,1.0,3,3,0,5,Rural,Good,Detached,Electric,503361
2003,2014,15318,4133,1133,4,1.5,1,1,0,2,Downtown,Good,Attached,Gas,1053738
1989,1993,19107,2785,1344,6,1.0,0,2,0,7,Suburbs,Fair,None,Electric,549918
1964,2002,6055,1527,1598,1,3.5,2,2,0,5,Rural,Fair,Attached,Electric,292912
1967,2007,9320,1360,327,3,1.0,2,0,0,9,Downtown,Good,Attached,Electric,618019
1972,2018,9513,3451,966,6,3.5,1,0,0,4,Rural,Poor,Detached,Electric,368504
2011,2011,7642,1952,1832,5,2.5,3,1,0,10,Suburbs,Poor,Detached,Electric,455923
1995,2017,12321,1339,689,4,1.0,0,1,0,2,Rural,Good,None,Gas,271470
1988,1988,17432,3203,383,4,2.0,1,2,0,7,Downtown,Good,Attached,Oil,947686
1964,1964,7466,1459,1387,5,1.5,1,0,0,7,Historic,Good,Detached,Electric,536228
2002,1999,14458,3279,1255,2,3.0,3,0,1,1,Historic,Poor,Detached,Gas,551083
2013,2013,18879,2663,1639,3,3.0,3,3,0,5,Historic,Fair,Attached,Oil,697775
2012,2010,11284,3936,1437,2,2.5,2,3,1,3,Rural,Excellent,Attached,Solar,741877
1965,2018,13758,4089,1317,5,1.0,3,2,0,9,Downtown,Good,Attached,Solar,1200000
2019,2019,13991,3410,546,5,3.0,3,2,1,9,Waterfront,Good,Attached,Gas,1200000
2015,2015,7511,2250,1729,3,3.5,0,2,0,7,Downtown,Good,None,Gas,795967
1962,2012,13796,1616,1197,5,3.0,2,2,1,9,Downtown,Excellent,Detached,Electric,1200000
1996,2014,6881,2744,391,5,3.5,2,0,0,2,Suburbs,Fair,Detached,Gas,440452
1958,2002,18668,3945,1125,6,1.5,0,2,0,10,Suburbs,Good,None,Solar,889618
2012,2019,5413,4331,1859,3,3.5,1,2,0,8,Waterfront,Fair,Attached,Gas,1200000
1983,1983,4544,4296,1316,4,2.0,0,0,1,10,Rural,Fair,None,Gas,522296
1978,1978,18729,3558,1108,2,1.0,1,3,0,10,Suburbs,Fair,Attached,Gas,694347
1986,1990,7784,2015,908,4,3.5,0,2,0,10,Suburbs,Good,None,Gas,572957
1992,1992,8626,4060,1224,4,4.0,2,3,0,1,Historic,Good,Attached,Oil,890003
2013,2010,7514,811,684,6,3.0,0,0,0,3,Suburbs,Excellent,None,Electric,404027
1973,1973,4145,3086,540,2,1.5,3,3,0,8,Suburbs,Good,Attached,Gas,646867
2020,2006,12102,2695,296,4,2.0,1,0,0,8,Suburbs,Excellent,Attached,Gas,798035
1983,1998,14498,4464,55,3,2.5,2,2,1,10,Waterfront,Good,Detached,Electric,1200000
1997,2017,8450,3300,1495,2,3.5,3,3,1,8,Rural,Excellent,Attached,Gas,788559
1961,2004,7507,3230,1039,1,1.5,1,2,0,7,Suburbs,Excellent,Detached,Electric,832655
1972,2002,16535,3629,1675,6,3.5,1,1,0,2,Downtown,Excellent,Attached,Electric,1200000
1962,2017,7248,847,65,4,2.0,3,1,0,3,Rural,Excellent,Detached,Electric,332175
1994,2006,16523,3164,957,5,3.5,1,3,0,9,Rural,Fair,Attached,Solar,494560
2014,1998,6992,3056,1682,2,4.0,3,0,0,2,Suburbs,Fair,Attached,Solar,504371
1996,2010,11522,2370,1693,1,2.5,2,3,0,7,Historic,Good,Attached,Solar,729842
2007,2019,11027,3990,1935,5,2.0,3,0,0,1,Suburbs,Excellent,Attached,Gas,983473
1954,1954,14972,1376,1495,1,3.5,1,1,1,3,Suburbs,Excellent,Attached,Gas,551552
1954,1954,18305,3162,1932,4,2.5,1,0,1,1,Historic,Excellent,Attached,Gas,1021471
2009,2009,13793,1553,1604,5,3.0,2,1,0,6,Suburbs,Excellent,Attached,Oil,688380
1970,1970,3529,1859,1046,4,3.0,3,3,1,4,Rural,Fair,Attached,Solar,330316
1973,1973,7734,4334,701,5,1.5,2,2,0,1,Suburbs,Excellent,Detached,Oil,900632
1967,1967,16898,3762,759,2,3.5,0,2,0,5,Suburbs,Good,None,Gas,738053
1970,1990,15985,3602,485,3,1.5,3,2,0,4,Historic,Excellent,Attached,Solar,1130213
2003,2003,16989,1353,1438,3,4.0,3,0,0,10,Suburbs,Excellent,Detached,Gas,772280
1959,1959,5742,4452,820,1,2.0,2,2,0,10,Historic,Good,Detached,Gas,1028660
1973,1973,7635,1202,887,6,3.0,2,0,0,2,Suburbs,Good,Attached,Gas,346139
2009,1993,7425,1930,1680,5,2.0,1,2,0,7,Suburbs,Excellent,Detached,Gas,709862
2006,2016,11661,2886,1919,4,2.0,2,0,0,8,Downtown,Excellent,Attached,Electric,1200000
1972,1994,6830,3428,1328,6,2.0,3,0,0,4,Rural,Good,Attached,Gas,521400
1971,2002,3533,3027,176,2,3.0,3,1,0,9,Suburbs,Excellent,Attached,Electric,856532
2017,2010,17250,2859,194,2,2.5,3,1,0,3,Historic,Excellent,Detached,Electric,925195
1983,1983,15247,4210,1945,2,3.5,2,3,0,6,Suburbs,Poor,Detached,Oil,583822
2019,2019,7087,3790,1036,3,2.0,1,1,0,7,Historic,Good,Attached,Electric,822825
1977,2021,11953,1347,875,4,3.0,2,0,0,7,Suburbs,Good,Attached,Gas,465952
1988,1988,16293,1949,165,2,3.5,0,1,1,6,Historic,Good,None,Oil,622112
1991,2019,12082,862,1173,2,1.5,2,1,0,9,Waterfront,Good,Attached,Solar,829150
1972,1996,5355,1643,1364,1,2.0,3,1,0,1,Waterfront,Good,Attached,Gas,717807
2019,2020,4955,3953,1948,5,2.5,0,0,0,9,Waterfront,Good,None,Electric,1200000
1951,1951,5971,1808,556,5,2.0,2,0,0,9,Waterfront,Fair,Detached,Gas,776670
1973,2015,8539,2642,1197,5,2.0,3,3,0,4,Rural,Excellent,Detached,Gas,583629
1966,1991,10493,2831,166,6,3.0,1,1,0,5,Downtown,Good,Detached,Electric,863202
2014,1998,5836,2122,708,1,1.5,0,1,0,3,Downtown,Good,None,Oil,522554
2019,2019,7939,2881,717,3,3.0,3,0,0,7,Historic,Fair,Attached,Gas,680814
2018,2016,6644,1551,1617,6,4.0,3,3,0,2,Rural,Good,Attached,Oil,353620
2009,2001,6166,4480,1603,1,2.5,2,3,1,8,Waterfront,Good,Attached,Oil,1200000
1999,2018,12511,848,96,2,3.0,0,0,0,9,Suburbs,Excellent,None,Solar,504548
1961,2005,3183,1457,678,4,1.0,3,1,1,6,Downtown,Good,Detached,Gas,633495
1996,2008,12475,2460,403,6,3.5,2,3,0,9,Downtown,Excellent,Attached,Solar,1194854
2016,2016,14332,1500,1100,6,2.0,0,3,0,6,Rural,Good,None,Gas,401175
2014,2014,18173,1880,1260,2,3.0,3,1,0,3,Suburbs,Excellent,Attached,Electric,703275
1976,2002,12988,2956,1731,2,4.0,2,3,0,10,Suburbs,Good,Attached,Gas,790039
1997,2019,7722,2340,290,4,3.0,2,1,0,3,Suburbs,Excellent,Attached,Gas,646101
2011,2011,18194,3832,135,5,3.0,1,3,0,2,Downtown,Good,Attached,Electric,958153
1993,1995,17072,2871,1843,6,2.5,0,3,0,5,Rural,Fair,None,Gas,443104
1968,1968,18976,3068,1831,1,1.0,2,0,0,4,Suburbs,Excellent,Attached,Gas,832579
2008,2008,8855,2783,888,3,3.5,0,3,0,6,Waterfront,Good,None,Gas,1084329
1957,2001,16294,1114,880,2,1.0,2,1,0,5,Suburbs,Good,Detached,Electric,424369
2004,2004,15046,3141,366,2,3.0,1,3,1,6,Suburbs,Excellent,Attached,Gas,890212
1996,1996,3676,3881,547,3,1.0,0,0,1,4,Downtown,Fair,None,Oil,751179
1951,1951,7090,2500,901,1,3.5,1,3,0,3,Downtown,Excellent,Attached,Gas,938397
1988,2020,15498,3867,247,2,1.5,1,2,0,1,Suburbs,Good,Attached,Gas,619532
1994,1994,15777,4352,765,3,2.5,1,1,0,5,Suburbs,Good,Attached,Gas,754927
1981,1981,11382,1817,1237,2,3.0,0,2,0,6,Rural,Good,None,Electric,350932
2014,2014,18006,1437,1787,5,2.5,3,0,1,5,Suburbs,Good,Attached,Gas,564290
1987,1987,12034,3114,69,5,2.0,2,2,0,5,Rural,Good,Attached,Gas,476775
1960,1960,11526,2935,745,2,2.5,2,3,0,6,Historic,Excellent,Attached,Solar,948242
1959,1959,16930,3302,995,2,2.0,3,1,0,4,Waterfront,Fair,Attached,Electric,1129506
2008,2008,4110,2449,328,5,2.5,2,2,0,4,Downtown,Good,Detached,Gas,714970
2004,1994,19962,4404,1039,2,2.0,1,3,1,8,Suburbs,Fair,Attached,Gas,768557
1969,1969,19445,4019,1510,1,2.5,3,2,0,8,Downtown,Fair,Attached,Oil,995925
1966,1966,3386,3604,1197,1,1.5,1,3,0,3,Suburbs,Fair,Attached,Gas,479683
2017,2017,15906,3278,698,4,4.0,3,3,0,7,Historic,Good,Attached,Gas,878817
1954,1954,4683,2575,805,1,2.5,0,2,0,5,Downtown,Good,None,Oil,715880
2009,2016,18033,2766,1760,6,1.5,2,0,0,5,Suburbs,Fair,Attached,Electric,596728
1972,1972,18708,3758,273,6,2.5,0,1,1,3,Rural,Good,None,Electric,527318
1995,1995,9321,2763,523,6,3.5,2,0,0,2,Rural,Excellent,Attached,Gas,509327
2001,2001,11678,2567,1845,2,1.0,3,2,0,3,Rural,Fair,Attached,Gas,361513
1959,2020,14924,1041,218,2,3.0,0,3,0,7,Downtown,Fair,None,Electric,528346
1995,1995,16565,1501,1023,3,2.5,3,2,0,3,Suburbs,Good,Attached,Gas,450381
1977,1995,11732,3749,1966,6,1.5,1,3,1,2,Suburbs,Excellent,Detached,Electric,941640
1992,1992,8631,1540,512,6,3.5,0,3,0,4,Downtown,Good,None,Electric,576120
1975,1975,13252,2913,1422,1,2.0,1,0,0,5,Suburbs,Fair,Attached,Gas,501026
2004,2009,15438,3819,1134,5,2.0,2,0,0,7,Downtown,Poor,Attached,Solar,796143
1997,1991,8169,3225,463,5,3.5,1,2,0,1,Downtown,Excellent,Detached,Oil,943525
1978,1992,9787,3235,1812,4,3.0,3,1,0,8,Suburbs,Excellent,Attached,Electric,1000352
1976,1976,8232,2614,1664,3,3.5,2,0,1,10,Downtown,Fair,Attached,Gas,826292
1967,1997,7288,1580,1116,5,3.0,3,3,1,3,Rural,Good,Attached,Gas,357126
2009,2009,9734,3056,450,4,3.0,3,2,0,6,Rural,Good,Attached,Electric,507959
2018,2002,9240,4286,1419,1,3.5,1,2,0,4,Waterfront,Poor,Detached,Gas,920737
1970,2021,19581,815,1915,3,1.0,2,1,1,5,Suburbs,Excellent,Attached,Solar,614254
1973,1973,10814,4168,923,3,3.5,3,2,0,10,Suburbs,Good,Attached,Gas,888775
1952,1990,13386,1785,1574,6,3.0,1,0,0,6,Downtown,Excellent,Detached,Electric,1019895
2011,2016,10851,4091,932,2,1.0,1,3,0,2,Rural,Good,Attached,Gas,519369
1951,1951,4600,1166,478,6,2.5,1,2,0,3,Rural,Fair,Attached,Electric,210934
2015,2011,9866,3627,315,1,1.0,2,2,0,8,Downtown,Good,Detached,Gas,998417
1991,2003,6692,2052,670,6,3.0,2,3,0,8,Historic,Poor,Attached,Gas,471478
1983,1983,3332,3287,697,3,2.5,1,2,0,1,Downtown,Good,Detached,Gas,774610
1991,2016,16709,1489,992,6,4.0,0,2,0,10,Suburbs,Good,None,Oil,569113
1969,1969,17109,4403,1376,4,1.5,1,1,0,8,Rural,Excellent,Attached,Gas,853273
2017,2022,17847,4321,767,6,3.0,2,0,0,2,Historic,Good,Attached,Solar,930620
1994,2010,17507,1859,1262,5,1.5,2,2,0,10,Rural,Good,Attached,Oil,454529
1991,2021,12963,1646,1127,1,3.0,1,0,0,10,Waterfront,Excellent,Attached,Gas,1200000
1996,1996,9106,1221,906,1,3.0,0,1,0,8,Suburbs,Good,None,Oil,411820
1954,2013,10333,2443,877,3,3.0,0,0,0,10,Waterfront,Good,None,Gas,1181597
1998,1998,19058,2012,1052,6,3.5,1,1,1,5,Downtown,Fair,Attached,Solar,754107
1986,1986,9655,4049,88,3,3.5,1,0,0,1,Historic,Good,Detached,Electric,747578
1983,1983,8308,1407,374,3,1.0,0,0,0,8,Suburbs,Fair,None,Gas,310725
2022,2000,4064,2138,1420,4,2.0,0,2,1,5,Waterfront,Excellent,None,Gas,1121462
2019,2016,12080,819,1586,2,3.0,2,0,0,1,Suburbs,Excellent,Attached,Gas,435314
1967,1967,14115,1475,363,3,2.5,3,2,1,4,Rural,Good,Attached,Solar,350593
1968,2018,9820,1181,1973,2,1.5,2,2,0,1,Suburbs,Good,Attached,Gas,360092
1989,1989,11512,1408,146,2,2.5,0,0,0,9,Rural,Excellent,None,Electric,396508
1966,2018,6957,2990,313,1,2.0,1,2,0,10,Downtown,Fair,Attached,Gas,801882
2009,1998,10008,861,547,5,2.0,2,0,0,2,Downtown,Fair,Detached,Solar,322466
1991,1991,19044,2065,795,5,3.5,1,3,0,8,Suburbs,Good,Attached,Gas,615333
2021,2021,17687,3085,1475,6,2.0,2,2,0,4,Suburbs,Excellent,Attached,Electric,926256
2014,2014,12711,1954,898,4,1.0,3,3,0,9,Historic,Fair,Attached,Electric,571441
2002,2002,12597,2428,1529,4,1.0,0,3,0,2,Suburbs,Good,None,Electric,526271
1956,1994,18254,2426,1509,5,3.5,3,2,0,3,Historic,Fair,Attached,Gas,695900
1954,1954,19388,1946,100,6,4.0,3,1,0,2,Suburbs,Fair,Detached,Gas,424182
1973,2004,17369,2263,106,5,3.0,1,1,0,10,Suburbs,Fair,Attached,Gas,543534
1977,1994,10959,1726,856,6,2.0,1,3,0,5,Waterfront,Good,Attached,Electric,876134
2011,2009,9608,3189,936,6,4.0,2,3,0,1,Rural,Excellent,Attached,Gas,614305
1966,1966,3347,2242,290,6,3.0,2,0,0,3,Suburbs,Good,Attached,Electric,433675
1969,1993,15412,2453,1372,6,3.5,1,3,0,1,Rural,Good,Attached,Gas,405460
1952,2010,13005,3302,616,1,3.5,2,2,0,10,Rural,Fair,Attached,Oil,483571
1986,1994,9500,4069,1756,1,2.0,3,1,1,8,Suburbs,Excellent,Attached,Solar,1110189
1964,1993,5574,1081,587,5,2.5,3,1,0,4,Historic,Excellent,Attached,Electric,547406
2000,2000,8272,1685,1250,6,1.5,0,1,0,3,Historic,Fair,None,Gas,393442
1997,1997,19532,1824,595,3,2.0,0,2,0,8,Rural,Fair,None,Gas,336428
1957,1993,11694,1522,976,6,3.5,1,0,0,9,Suburbs,Poor,Attached,Gas,363077
1962,1997,6521,2598,1611,3,3.5,3,2,0,8,Rural,Fair,Detached,Gas,438881
1997,1992,4300,4203,1784,1,3.0,0,2,1,6,Downtown,Good,None,Electric,989923
1952,1952,15225,2035,1790,6,2.5,1,1,0,3,Downtown,Good,Attached,Electric,700367
2014,2015,14481,886,1073,2,1.5,0,2,0,8,Suburbs,Fair,None,Solar,372058
2022,2022,15045,1464,867,5,1.0,0,3,1,5,Suburbs,Good,None,Gas,465850
1980,1980,7385,1661,969,6,2.0,3,2,0,5,Historic,Good,Attached,Electric,581740
1975,1975,17755,2522,721,4,2.5,1,1,0,9,Rural,Excellent,Attached,Electric,632069
2005,2005,5824,2908,157,3,3.0,0,1,0,1,Rural,Good,None,Electric,337810
1983,1983,8964,3644,327,6,1.0,2,2,0,7,Suburbs,Fair,Attached,Gas,623121
1958,2017,6767,2942,1768,2,4.0,1,3,0,8,Suburbs,Good,Attached,Electric,697157
2011,1993,16576,1585,1906,3,2.0,2,3,0,10,Suburbs,Excellent,Attached,Electric,774995
1962,2007,15268,2376,1100,2,3.5,1,1,0,3,Historic,Good,Attached,Electric,666954
2018,2001,10925,4018,734,5,2.5,2,3,0,8,Downtown,Excellent,Detached,Solar,1200000
1990,1990,6107,4117,632,5,1.5,1,3,1,1,Historic,Excellent,Detached,Gas,1042464
1950,1999,11722,2467,1477,5,3.5,0,0,0,8,Rural,Good,None,Gas,473963
1996,2010,10883,3808,1333,1,3.0,1,0,0,7,Suburbs,Poor,Attached,Electric,519758
1953,2014,16453,3144,326,2,2.5,1,3,0,4,Rural,Good,Attached,Electric,467487
2012,2006,10618,3994,507,6,2.5,2,3,0,7,Suburbs,Excellent,Attached,Gas,1047607
2001,2001,3782,1493,1876,4,1.5,1,0,0,10,Historic,Excellent,Attached,Oil,832265
1959,1959,17642,4327,869,4,3.0,1,0,0,7,Historic,Good,Attached,Solar,1009436
1977,1977,10789,3246,1130,5,3.5,0,0,0,10,Suburbs,Good,None,Solar,730126
1955,2019,17002,3793,240,4,1.5,0,1,0,1,Suburbs,Fair,None,Gas,550798
1976,1976,14981,2054,434,3,2.0,3,1,0,3,Rural,Good,Attached,Oil,369462
1961,2003,8007,1333,1051,2,3.5,1,0,1,7,Historic,Fair,Detached,Electric,485166
2011,2011,10575,1201,703,2,2.0,3,0,0,5,Suburbs,Good,Attached,Electric,417487
2001,2011,19184,4463,1272,2,3.0,3,0,0,9,Rural,Good,Attached,Electric,669609
1997,1997,14294,929,1387,3,2.5,1,1,0,7,Rural,Good,Detached,Oil,324123
2016,2016,8637,3139,1748,6,3.0,2,1,0,3,Rural,Poor,Attached,Electric,350617
1995,1995,15770,1075,1556,1,2.0,0,3,0,1,Downtown,Good,None,Gas,420091
1964,2011,17542,3759,1495,3,2.0,1,2,0,5,Rural,Good,Detached,Electric,580354
2020,2020,13908,2658,1690,2,1.0,3,3,0,10,Historic,Good,Attached,Electric,893398
1985,1997,19962,4247,1562,2,3.0,2,2,0,5,Suburbs,Excellent,Detached,Gas,1099868
1963,1963,15699,3773,588,2,3.0,1,2,0,7,Suburbs,Good,Attached,Solar,754905
1952,1994,4865,854,1841,6,3.0,1,2,1,1,Historic,Excellent,Attached,Electric,584376
2016,2016,4376,4449,412,4,3.0,3,3,1,10,Suburbs,Good,Attached,Electric,932989
1968,2019,17255,3586,1958,1,1.5,2,1,0,2,Historic,Good,Attached,Gas,870189
2003,2003,16647,3897,568,3,1.0,1,1,0,6,Suburbs,Good,Detached,Electric,759907
2018,2009,8408,4312,1654,2,3.5,2,1,0,8,Suburbs,Fair,Attached,Gas,720501
1959,1959,11163,1564,1188,5,2.5,1,1,0,4,Historic,Fair,Detached,Gas,435552
1982,1993,9283,2020,988,1,2.0,1,3,0,3,Suburbs,Fair,Detached,Electric,332406
1962,2013,4976,1441,1599,5,1.5,1,0,0,3,Suburbs,Excellent,Attached,Gas,487053
2000,2000,9443,4114,1071,1,1.0,0,2,1,3,Suburbs,Excellent,None,Electric,925865
1981,1981,16324,2647,1685,2,2.0,3,1,0,2,Rural,Good,Attached,Gas,426722
1973,1990,10595,1523,483,1,3.5,3,1,1,1,Suburbs,Good,Attached,Gas,400506
1984,2002,7920,2013,1181,1,4.0,2,3,1,5,Suburbs,Good,Attached,Gas,549514
2019,2019,8228,1601,667,2,3.5,3,2,0,10,Historic,Excellent,Attached,Solar,902543
1989,1989,14748,1537,150,6,4.0,3,1,0,5,Suburbs,Good,Attached,Electric,450572
2003,2003,18715,1557,224,5,3.5,2,0,0,5,Rural,Excellent,Detached,Electric,480116
1993,1993,17484,2391,1283,6,2.5,2,1,0,4,Suburbs,Fair,Attached,Gas,517979
2011,2011,9450,3414,1410,5,1.5,2,2,0,3,Waterfront,Excellent,Attached,Gas,1200000
2017,1992,3020,2099,255,4,3.5,0,0,0,3,Downtown,Good,None,Solar,574118
1982,1982,17717,2641,60,5,1.5,3,3,0,2,Historic,Excellent,Detached,Gas,818413
2005,2006,17580,4280,1887,5,2.0,0,0,0,5,Suburbs,Good,None,Gas,847370
1985,2012,13117,1139,1795,1,1.5,2,2,0,4,Suburbs,Good,Attached,Electric,373051
2003,2003,12664,952,1856,4,2.5,3,2,0,6,Downtown,Fair,Detached,Gas,541094
1968,1996,4099,2388,395,2,2.0,0,0,0,2,Suburbs,Fair,None,Oil,334523
1992,1999,5637,2221,1420,2,1.5,3,1,0,2,Suburbs,Good,Detached,Electric,471058
1961,1961,11581,2267,1185,3,2.5,1,2,1,8,Suburbs,Poor,Detached,Gas,399968
1960,1960,10744,4494,379,4,3.5,2,0,0,6,Waterfront,Poor,Attached,Gas,1035868
2019,2008,10457,3851,1466,1,2.5,2,2,0,3,Suburbs,Fair,Attached,Gas,608103
1961,2012,13807,1226,348,3,3.5,3,1,0,5,Suburbs,Fair,Attached,Oil,409735
1990,1990,9402,3850,1992,3,1.5,2,1,0,3,Rural,Excellent,Attached,Electric,706711
1974,1974,7521,4358,30,2,1.5,0,0,0,2,Rural,Good,None,Gas,451752
1952,1952,19389,3051,70,5,2.5,3,3,0,3,Suburbs,Excellent,Attached,Gas,793180
1952,1952,11382,1935,396,1,2.5,0,3,0,1,Suburbs,Excellent,None,Electric,454009
1977,1977,15692,3172,1461,4,3.0,0,1,0,7,Downtown,Poor,None,Electric,732409
1972,2022,7353,4129,1,3,3.5,1,3,1,6,Rural,Good,Attached,Gas,581202
1997,1998,18065,1749,928,1,3.5,1,1,0,5,Rural,Fair,Attached,Gas,314179
2016,2016,17425,4399,561,2,4.0,0,3,0,6,Suburbs,Fair,None,Gas,724994
1991,2004,16111,3798,1158,3,2.0,0,1,0,8,Waterfront,Fair,None,Electric,1153993
1989,1989,11031,2173,145,3,1.5,2,2,1,3,Waterfront,Poor,Attached,Solar,611470
1955,1955,18510,2830,178,6,2.5,2,0,0,3,Rural,Excellent,Attached,Gas,576416
1969,1996,8083,3786,263,2,1.5,3,0,1,5,Historic,Excellent,Attached,Electric,1116495
1960,1960,11816,1756,1334,6,2.0,3,3,0,5,Suburbs,Good,Detached,Gas,546305
1976,1976,15317,2501,203,2,1.5,3,0,0,1,Downtown,Excellent,Attached,Gas,849123
1970,2008,5175,3741,1834,2,2.0,3,3,0,4,Suburbs,Excellent,Detached,Gas,908170
1962,1962,14341,3282,698,6,1.5,3,1,0,9,Downtown,Good,Attached,Oil,1040014
1984,1994,5069,4297,1053,1,1.0,3,2,0,8,Suburbs,Fair,Attached,Electric,692109
1996,1996,6358,2103,58,1,3.0,1,0,1,3,Historic,Good,Attached,Electric,544149
1977,1977,11808,1170,1032,1,3.0,2,2,0,5,Downtown,Good,Attached,Gas,529845
1970,2013,7244,3780,987,5,3.0,2,0,0,5,Downtown,Good,Attached,Gas,987174
1967,2008,4811,3096,1347,3,3.0,3,1,0,7,Suburbs,Excellent,Attached,Gas,856280
1980,1980,19555,3738,166,1,1.5,1,0,0,8,Historic,Excellent,Attached,Electric,1107185
2009,1998,8906,3028,1360,5,2.0,3,0,0,9,Suburbs,Fair,Attached,Gas,631160
1986,2017,10983,1502,906,3,1.5,1,1,0,7,Suburbs,Good,Attached,Electric,491118
1970,2005,7063,3846,1402,1,3.5,0,3,0,2,Downtown,Fair,None,Gas,734160
1963,1963,13446,2474,897,2,3.0,2,3,0,8,Downtown,Excellent,Attached,Gas,1095433
2009,2014,11644,2925,790,4,1.5,2,1,0,8,Historic,Fair,Attached,Electric,654100
1972,2010,12610,3766,1726,1,2.0,1,3,1,2,Historic,Good,Detached,Gas,835627
1978,1994,11142,3732,241,4,4.0,0,0,0,6,Downtown,Good,None,Gas,967740
1996,1996,3753,3183,1813,1,3.0,1,2,1,10,Historic,Good,Attached,Gas,879835
1979,1979,14564,849,1980,2,3.5,1,1,0,1,Rural,Fair,Detached,Electric,221834
1987,2000,9851,2932,1689,4,2.0,1,0,0,7,Historic,Good,Detached,Electric,747386
1976,1976,8104,3542,907,5,1.5,2,1,0,10,Suburbs,Good,Detached,Gas,751329
1964,2015,18190,2851,1183,2,3.5,3,2,0,2,Suburbs,Poor,Attached,Electric,466562
2008,1999,16421,1792,776,4,3.0,2,0,1,5,Suburbs,Fair,Detached,Gas,476233
1952,2008,14202,3164,1258,4,3.0,3,0,0,7,Rural,Good,Attached,Gas,585003
1959,1959,14103,1934,1476,6,2.5,2,2,0,10,Downtown,Fair,Detached,Gas,773857
1966,1966,12417,2157,1881,6,2.5,2,2,0,9,Downtown,Good,Detached,Oil,907148
1960,2003,11359,2674,198,2,3.0,3,3,0,1,Suburbs,Excellent,Attached,Gas,682099
1997,2019,6685,1562,1500,2,2.0,0,0,1,9,Rural,Good,None,Gas,421214
